ID,CLASSIFIER,ATTRIBUTESELECTION,SEED,DATASET,FLOW,RANK,WEIGHTEDAREAUNDERROC,WEIGHTEDFMEASURE,WEIGHTEDPRECISION,WEIGHTEDRECALL,ERRORRATE,TIMEELAPSED
51,kstar,wrapper-subset-eval-with-adaboost-operator,500.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|kstar-operator|classifier-performance-evaluator-operator|result-viewer-operator,3,0.9391858320157588,NaN,NaN,0.8496659242761693,0.15033407572383073,3826.0
52,kstar,wrapper-subset-eval-with-adaboost-operator,550.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|kstar-operator|classifier-performance-evaluator-operator|result-viewer-operator,3,0.9438569761891517,NaN,NaN,0.8485523385300668,0.1514476614699332,3826.0
53,kstar,wrapper-subset-eval-with-adaboost-operator,600.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|kstar-operator|classifier-performance-evaluator-operator|result-viewer-operator,3,0.9417452786923464,NaN,NaN,0.8485523385300668,0.1514476614699332,3822.0
54,kstar,wrapper-subset-eval-with-adaboost-operator,650.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|kstar-operator|classifier-performance-evaluator-operator|result-viewer-operator,3,0.941137881063935,NaN,NaN,0.8485523385300668,0.1514476614699332,3820.0
55,kstar,wrapper-subset-eval-with-adaboost-operator,700.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|kstar-operator|classifier-performance-evaluator-operator|result-viewer-operator,3,0.9426640399314987,NaN,NaN,0.8485523385300668,0.1514476614699332,3823.0
56,kstar,wrapper-subset-eval-with-adaboost-operator,750.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|kstar-operator|classifier-performance-evaluator-operator|result-viewer-operator,3,0.9424204709344575,NaN,NaN,0.8485523385300668,0.1514476614699332,3821.0
57,kstar,wrapper-subset-eval-with-adaboost-operator,800.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|kstar-operator|classifier-performance-evaluator-operator|result-viewer-operator,3,0.9414354471622952,NaN,NaN,0.8485523385300668,0.1514476614699332,3821.0
58,kstar,wrapper-subset-eval-with-adaboost-operator,850.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|kstar-operator|classifier-performance-evaluator-operator|result-viewer-operator,3,0.9412349938871304,NaN,NaN,0.8485523385300668,0.1514476614699332,3826.0
59,kstar,wrapper-subset-eval-with-adaboost-operator,900.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|kstar-operator|classifier-performance-evaluator-operator|result-viewer-operator,3,0.9440353905683166,NaN,NaN,0.8485523385300668,0.1514476614699332,6831.0
60,kstar,wrapper-subset-eval-with-adaboost-operator,950.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|wrapper-subset-eval-with-adaboost-operator|standardization-operator|cross-validation-fold-maker-operator|kstar-operator|classifier-performance-evaluator-operator|result-viewer-operator,3,0.9438019484065088,NaN,NaN,0.8485523385300668,0.1514476614699332,3825.0
61,adaboostm1,no-attribute-selection,1.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|adaboostm1-operator|classifier-performance-evaluator-operator|result-viewer-operator,4,0.9070631375656635,NaN,NaN,0.8363028953229399,0.16369710467706014,809.0
62,adaboostm1,no-attribute-selection,50.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|adaboostm1-operator|classifier-performance-evaluator-operator|result-viewer-operator,4,0.9067328459498306,NaN,NaN,0.8363028953229399,0.16369710467706014,809.0
63,adaboostm1,no-attribute-selection,100.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|adaboostm1-operator|classifier-performance-evaluator-operator|result-viewer-operator,4,0.9100956308923766,NaN,NaN,0.8363028953229399,0.16369710467706014,811.0
64,adaboostm1,no-attribute-selection,150.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|adaboostm1-operator|classifier-performance-evaluator-operator|result-viewer-operator,4,0.907914688193674,NaN,NaN,0.8363028953229399,0.16369710467706014,810.0
65,adaboostm1,no-attribute-selection,200.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|adaboostm1-operator|classifier-performance-evaluator-operator|result-viewer-operator,4,0.9025667964296799,NaN,NaN,0.8363028953229399,0.16369710467706014,807.0
